Sentence #,noakhali_word,bio_tag
,রঙ্গের,I-COL
,শার্ট,B-OBJ
Sentence: 2667,শার্ট,B-OBJ
,হরি,O
,আইছিলো,O
Sentence: 2668,হরে,O
,আইছিল,O
Sentence: 2669,আঁর,O
,অনেক,O
,খারাপ,O
,লাইগছে,O
Sentence: 2670,আঁর,O
,খারাপ,O
,লাইগছে,O
Sentence: 2671,অনেক,O
,খারাপ,O
,লাইগছে,O
Sentence: 2672,খারাপ,O
,লাইগছে,O
Sentence: 2673,তুই,O
,কোন,O
,স্কুলে,B-ORG
,হরো,O
Sentence: 2674,কোন,O
,স্কুলে,B-ORG
,হরো,O
Sentence: 2675,আংগো,O
,বাড়ি,O
,চাঁদপুর,B-LOC
Sentence: 2676,আংগো,O
,বাড়ি,O
,যশোর,B-LOC
Sentence: 2677,তুই,O
,কোনাই,O
,যাস,O
Sentence: 2678,কোনাই,O
,যাস,O
Sentence: 2679,হেতার,O
,বই,B-OBJ
,হড়তে,O
,এক্কারই,O
,বালা,O
,লাগে,O
,না,O
Sentence: 2680,হেতার,O
,কি,O
,হড়ালেয়া,O
,এক্কারই,O
,বালা,O
,লাগে,O
,না,O
Sentence: 2681,হড়ালেয়া,O
,এক্কারই,O
,বালা,O
,লাগে,O
,না,O
Sentence: 2682,তোর,O
,কি,O
,হড়ালেয়া,O
,বালা,O
,লাগে,O
,না,O
Sentence: 2683,তোর,O
,কি,O
,হড়ালেয়া,O
,বালা,O
,লাগে,O
Sentence: 2684,বাল্লাগে,O
,না,O
Sentence: 2685,আঁই,O
,কামে,O
,যাইতাম,O
,চাই,O
Sentence: 2686,কামে,O
,যাইতে,O
,চাই,O
,না,O
Sentence: 2687,যাইতাম,O
,ন,O
Sentence: 2688,চাই,O
,না,O
Sentence: 2689,কামে,O
,যাইতাম,O
,চাই,O
Sentence: 2690,যাইতে,O
,চাই,O
Sentence: 2691,আন্নে,O
,এই,O
,কলমকান,B-OBJ
,নেন,O
Sentence: 2692,এই,O
,কলমকান,B-OBJ
,নেন,O
Sentence: 2693,কলমকান,B-OBJ
,নেন,O
Sentence: 2694,আন্নে,O
,কলমকান,B-OBJ
,নেন,O
Sentence: 2695,তুই,O
,যাবিনি,O
Sentence: 2696,ব্যাইচ্চা,O
,কান্দে,O
,খাবার,O
,খাওয়াও,O
Sentence: 2697,নিজের,O
,থাকার,O
,জাগা,O
,নাই,O
,আবার,O
,আরেকজনের,O
,ভরণপোষনের,O
,দায়িত্ব,O
,নিছে,O
Sentence: 2698,আঁরে,O
,হাঁচা,O
,কতা,O
,কন,O
Sentence: 2699,হাঁচা,O
,কতা,O
,কন,O
Sentence: 2700,কতা,O
,কন,O
Sentence: 2701,আঁরে,O
,হাঁচা,O
,কন,O
Sentence: 2702,হাঁচা,O
,কন,O
Sentence: 2703,বাচ্চা,O
,কান্দে,O
Sentence: 2704,খাওন,B-FOOD
,খাওয়াও,O
Sentence: 2705,তুই,O
,ঘুমের,O
,তুন,O
,হলে,O
,উডি,O
,যা,O
Sentence: 2706,ঘুমের,O
,তুন,O
,হলে,O
,উডি,O
,যা,O
Sentence: 2707,হলে,O
,উডি,O
,যা,O
Sentence: 2708,উডি,O
,যা,O
Sentence: 2709,তুই,O
,হলে,O
,উডি,O
,যা,O
Sentence: 2710,আঁই,O
,বেয়াইন্না,O
,নাস্তা,O
,করি,O
,ইস্কুলে,O
,যাই,O
Sentence: 2711,বােয়াইন্না,O
,নাস্তা,B-FOOD
,করি,O
,স্কুলে,B-ORG
,যাই,O
Sentence: 2712,নাস্তা,B-FOOD
,করি,O
,স্কুলে,B-ORG
,যাই,O
Sentence: 2713,স্কুলে,B-ORG
,যাই,O
Sentence: 2714,আই,O
,নাস্তা,B-FOOD
,করি,O
,ইস্কুলে,B-ORG
,যাই,O
Sentence: 2715,আঁর,O
,বেয়াইন্না,O
,কিছু,O
,খাইতে,O
,ভাল্লাগে,O
,না,O
Sentence: 2716,বেয়াইন্না,O
,কিছু,O
,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2717,কিছু,O
,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2718,খাইতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2719,ভালা,O
,লাগে,O
,না,O
Sentence: 2720,লাগে,O
,না,O
Sentence: 2721,আঁর,O
,কিছু,O
,খাইতে,O
,ভাল্লাগে,O
,না,O
Sentence: 2722,আঁর,O
,খাইতে,O
,ভাল্লাগে,O
,না,O
Sentence: 2723,আঁর,O
,কিিছ,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2724,আঁর,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 2725,আঁর,O
,বেয়াইন্না,O
,কিছু,O
,খাইতাম,O
,ভালো,O
,লাগে,O
Sentence: 2726,বেয়াইন্না,O
,কিছু,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2727,কিছু,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2728,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2729,ভালা,O
,লাগে,O
Sentence: 2730,আঁর,O
,কিছু,O
,খাইতে,O
,ভাল্লাগে,O
Sentence: 2731,আঁর,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2732,আঁর,O
,কিছু,O
,ভালা,O
,লাগে,O
Sentence: 2733,আঁর,O
,ভালা,O
,লাগে,O
Sentence: 2734,আমরা,O
,হারি,O
,গেছি,O
Sentence: 2735,আই,O
,ভালা,O
,আছি,O
Sentence: 2736,ভালা,O
,আছি,O
Sentence: 2737,আই,O
,ভালা,O
,নাই,O
Sentence: 2738,তুমি,O
,কেমিক্কা,O
,আছো,O
Sentence: 2739,ভালা,O
,লাগে,O
,না,O
Sentence: 2740,আঁর,O
,আর,O
,ভাল্লাগে,O
,না,O
Sentence: 2741,আঁই,O
,ক্রিকেট,O
,খেইলগুম,O
Sentence: 2742,ক্রিকেট,O
,খেইলগুম,O
Sentence: 2743,তুই,O
,কোনাই,O
Sentence: 2744,ওগগা,O
,বিলাই,B-ANI
,দুয়ারের,O
,সামিনে,O
,বই,O
,রইছে,O
Sentence: 2745,বিলাই,B-ANI
,দুয়ারের,O
,সামনে,O
,বই,O
,রইছে,O
Sentence: 2746,দুয়ারের,O
,সামনে,O
,বই,O
,রইছে,O
Sentence: 2747,সামনে,O
,বই,O
,রইছে,O
Sentence: 2748,বই,O
,রইছে,O
Sentence: 2749,আঁই,O
,কামে,O
,যাইতাম,O
,চাই,O
,না,O
Sentence: 2750,তুুই,O
,কোনানতন,O
,আইছোত,O
Sentence: 2751,কোনান,O
,তোন,O
,আইছত,O
Sentence: 2752,তুই,O
,কোোণাই,O
,থাচ,O
Sentence: 2753,কোনাই,O
,থাচ,O
Sentence: 2754,আঁই,O
,ভালা,O
,নাই,O
Sentence: 2755,আন্নে,O
,বালা,O
,আছেন,O
,নী,O
Sentence: 2756,তুই,O
,বালা,O
,আছতনি,O
Sentence: 2757,কোনাই,O
,যাচ,O
Sentence: 2758,তুই,O
,কোনা্নতন,O
,আইছত,O
Sentence: 2759,কোনা্নতন,O
,আইছত,O
Sentence: 2760,তুই,O
,কিয়ারস,O
Sentence: 2761,কিল্লাই,O
,কইছেন,O
Sentence: 2762,কিতা,O
,করস,O
Sentence: 2763,আঁর,O
,মন,O
,ভালা,O
,নাই,O
Sentence: 2764,মন,O
,ভালা,O
,নাই,O
Sentence: 2765,আন্নেগো,O
,বাড়ি,O
,কোনাই,O
Sentence: 2766,আঁই,O
,স্কুলে,B-ORG
,যাই,O
,না,O
Sentence: 2767,আঁই,O
,যাইতান্নো,O
Sentence: 2768,আঁই,O
,স্কুলে,B-ORG
,যাই,O
,নো,O
Sentence: 2769,তোরে,O
,ইয়ানতুন,O
,যাইতাম,O
,কইছি,O
Sentence: 2770,ইয়ান্তোন,O
,যাইতাম,O
,কইছি,O
Sentence: 2771,তুই,O
,কি,O
,কাম,O
,করস,O
Sentence: 2772,কি,O
,কাম,O
,করো,O
Sentence: 2773,কাম,O
,করো,O
Sentence: 2774,কতা,O
,কম,O
,ক,O
Sentence: 2775,এই,O
,কাম,O
,কান,O
,কর,O
Sentence: 2776,কাম,O
,কান,O
,কর,O
Sentence: 2777,বিয়াইন্না,O
,কাম,O
,করিস,O
Sentence: 2778,হাঞ্জা,O
,কাম,O
,কর,O
Sentence: 2779,গালে,O
,ওজ্ঞা,O
,একটা,O
,থাবড়,O
,লাগাই,O
,দিব,O
Sentence: 2780,ওগগা,O
,থাবড়,O
,লাগাই,O
,দিউয়ুম,O
Sentence: 2781,আঁই,O
,ভাত,B-FOOD
,খাইয়ুম,O
Sentence: 2782,ভাত,B-FOOD
,খাইয়ুম,O
Sentence: 2783,আঁর,O
,কাম,O
,আছে,O
Sentence: 2784,কাম,O
,আছে,O
Sentence: 2785,আন্ডা,O
,যাইয়ুম,O
Sentence: 2786,তোর,O
,নাম,O
,কিতা,O
Sentence: 2787,আঁর,O
,নাম,O
,নয়ন,O
Sentence: 2788,আঁই,O
,তোয়ারে,O
,ভালোবাসি,O
Sentence: 2789,তোয়ারে,O
,ভালোবাসি,O
Sentence: 2790,তুই,O
,কোনাই,O
,যাচ,O
Sentence: 2791,কোনাই,O
,যাচ,O
Sentence: 2792,কি,O
,আইনতাম,O
Sentence: 2793,বাচ্চা,O
,কান্দে,O
,খাবার,O
,খাবা,O
Sentence: 2794,আঁই,O
,খাই,O
Sentence: 2795,আঁই,O
,খেলি,O
Sentence: 2796,আই,O
,খাইয়ুম,O
Sentence: 2797,আই,O
,হইরতেছি,O
Sentence: 2798,আই,O
,হইরগুম,O
Sentence: 2799,আই,O
,স্কুলে,B-ORG
,যাইয়ুম,O
Sentence: 2800,স্কুলে,B-ORG
,যাইয়ুম,O
Sentence: 2801,আঁই,O
,ভাত,B-FOOD
,খাইতাননো,O
Sentence: 2802,খাইতাননো,O
Sentence: 2803,তুই,O
,কিয়ারস,O
Sentence: 2804,কিতা,O
,করস,O
Sentence: 2805,আঁই,O
,খেলি,O
Sentence: 2806,খেলা,O
,করি,O
Sentence: 2807,তুুই,O
,ভাত,B-FOOD
,খাইছতনি,O
Sentence: 2808,কি,O
,খবর,O
,আন্নের,O
Sentence: 2809,কি,O
,খবর,O
Sentence: 2810,তোগো,O
,বাড়ি,O
,কোনাই,O
Sentence: 2811,বাড়ি,O
,কোনাই,O
Sentence: 2812,কিতা,O
,করো,O
,বেকে,O
Sentence: 2813,কিতা,O
,করো,O
Sentence: 2814,আঁই,O
,রিক্সাত,B-OBJ
,করি,O
,আইয়ুম,O
Sentence: 2815,রিক্সা,B-OBJ
,করি,O
,আইয়ুম,O
Sentence: 2816,আর,O
,নাম,O
,আরিফ,B-PER
Sentence: 2817,তুই,O
,কিতা,O
,করস,O
Sentence: 2818,কিতা,O
,করস,O
Sentence: 2819,তোর,O
,বয়স,O
,কত,O
Sentence: 2820,না,O
,ভালা,O
,নাই,O
Sentence: 2821,আঁই,O
,রাগ,O
,কইচ্ছি,O
Sentence: 2822,আঁই,O
,তোর,O
,লগে,O
,হরে,O
,কতা,O
,কইয়ুম,O
Sentence: 2823,বাড়ি,O
,ইজ্ঞা,O
,আঙ্গ,O
Sentence: 2824,সুন্দর,O
,করি,O
,ব,O
Sentence: 2825,আঁংগো,O
,বাইত,O
,কেউ,O
,আইয়েন্নো,O
Sentence: 2826,কি,O
,কইত্তেছেন,O
Sentence: 2827,ভাইয়া,B-REL
,কিতা,O
,কইরতেয়াছেন,O
Sentence: 2828,কইরতাম,O
,হাইরতেছি,O
,না,O
,অনেক,O
,জ্বর,O
Sentence: 2829,আপেল,B-FOOD
,আর,O
,হছন্দ,O
Sentence: 2830,আঙুর,B-FOOD
,আর,O
,হছন্দ,O
Sentence: 2831,হেতে,O
,মেলা,O
,খায়,O
Sentence: 2832,আঁই,O
,কিচ্ছি,O
Sentence: 2833,আইজ্জা,O
,বাইরে,O
,যাইয়ুম,O
Sentence: 2834,আইজ্জা,O
,বাইরে,O
,যাইতান্ন,O
Sentence: 2835,আঁরে,O
,হাঁচা,O
,কতা,O
,কন,O
Sentence: 2836,হাঁচা,O
,কতা,O
,কন,O
Sentence: 2837,কতা,O
,কন,O
Sentence: 2838,আঁরে,O
,হাঁচা,O
,কন,O
Sentence: 2839,হাঁচা,O
,কন,O
Sentence: 2840,তুই,O
,ঘুমের,O
,তুন,O
,হলে,O
,উডি,O
,যা,O
Sentence: 2841,ঘুমের,O
,তুন,O
,হলে,O
,উডি,O
,যাই,O
Sentence: 2842,হলে,O
,উডি,O
,যা,O
Sentence: 2843,উডি,O
,যা,O
Sentence: 2844,তুুই,O
,হলে,O
,উডি,O
,যা,O
Sentence: 2845,আঁই,O
,বেয়াইন্না,O
,নাস্তা,B-FOOD
,করি,O
,স্কুলে,B-ORG
,যাই,O
Sentence: 2846,বেয়াইন্না,O
,নাস্তা,B-FOOD
,করে,O
,স্কুলে,B-ORG
,যাই,O
Sentence: 2847,নাস্তা,B-FOOD
,করি,O
,ইস্কুলে,B-ORG
,যাই,O
Sentence: 2848,স্কুলে,B-ORG
,যাই,O
Sentence: 2849,আঙ্গো,O
,কাম,O
,আছে,O
Sentence: 2850,তোয়ার,O
,কাম,O
,আছে,O
Sentence: 2851,আন্নের,O
,লাই,O
Sentence: 2852,তুই,O
,আইজ্জা,O
,স্কুলে,B-ORG
,গেছিলি,O
Sentence: 2853,আইজ্জা,O
,স্কুলে,B-ORG
,গেছিলি,O
Sentence: 2854,কি,O
,কি,O
,আইনগুম,O
Sentence: 2855,আঁর,O
,বেয়াইন্না,O
,কিছু,O
,খাইতাম,O
,বালা,O
,লাগে,O
,না,O
Sentence: 2856,বেয়াইন্না,O
,কিছু,O
,খাইতাম,O
,বালা,O
,লাগে,O
,না,O
Sentence: 2857,কিছু,O
,খাইতে,O
,বালা,O
,লাগে,O
,না,O
Sentence: 2858,খাইতাম,O
,বালা,O
,লাগে,O
,না,O
Sentence: 2859,বালা,O
,লাগে,O
,না,O
Sentence: 2860,লাগে,O
,না,O
Sentence: 2861,আঁর,O
,বেয়াইন্না,O
,খাইতাম,O
,বালা,O
,লাগে,O
,না,O
Sentence: 2862,আঁর,O
,বেয়াইন্না,O
,খাইতাম,O
,বালা,O
,লাগে,O
Sentence: 2863,আঁর,O
,বেয়াইন্না,O
,কিছু,O
,খাইতাম,O
,বালা,O
,লাগে,O
Sentence: 2864,বেয়াইন্না,O
,খাইতাম,O
,বালা,O
,লাগে,O
Sentence: 2865,কিছু,O
,খাইতাম,O
,বালা,O
,লাগে,O
Sentence: 2866,খাাইতে,O
,বালা,O
,লাগে,O
Sentence: 2867,বালাা,O
,লাগে,O
Sentence: 2868,আঁর,O
,হশ্নের,O
,জবাব,O
,দেন,O
Sentence: 2869,হশ্নের,O
,জবাব,O
,দেন,O
Sentence: 2870,জবাব,O
,দেন,O
Sentence: 2871,আঁই,O
,বেরামে,O
,হরি,O
,গেছিলাম,O
Sentence: 2872,বেরামে,O
,হড়ি,O
,গেছিলাম,O
Sentence: 2873,আঁই,O
,হেতারে,O
,চাই,O
,হালাইছি,O
Sentence: 2874,হেতারে,O
,চাই,O
,হালাইছি,O
Sentence: 2875,দেই,O
,গেছি,O
Sentence: 2876,ইয়ানো,O
,অপেক্ষা,O
,করেন,O
Sentence: 2877,অপেক্ষা,O
,করেন,O
Sentence: 2878,সময়,O
,শেষ,O
,অই,O
,গেছে,O
Sentence: 2879,শিমুর,O
,লাল,O
,রঙ,O
,হছন্দ,O
Sentence: 2880,শিমুর,B-PER
,সবুজ,B-COL
,রঙ,I-COL
,হছন্দ,O
Sentence: 2881,শিমুর,B-PER
,কালো,B-COL
,রঙ,I-COL
,হছন্দ,O
Sentence: 2882,হেতে,O
,বেশি,O
,লম্বা,O
,নো,O
Sentence: 2883,আঁই,O
,মাফ,O
,চাইছি,O
Sentence: 2884,মাফ,O
,চাইছি,O
Sentence: 2885,আই,O
,চাইছি,O
Sentence: 2886,হেতে,O
,উডি,O
,খাড়ায়,O
,নো,O
Sentence: 2887,উডি,O
,খাড়ায়,O
,নো,O
Sentence: 2888,খাড়ায়,O
,নো,O
Sentence: 2889,হেতে,O
,খাড়ায়,O
,নো,O
Sentence: 2890,আঁই,O
,বেশি,O
,লম্বা,O
Sentence: 2891,আঁই,O
,লম্বা,O
Sentence: 2892,আঁই,O
,বেশি,O
,লম্বা,O
,নো,O
Sentence: 2893,বেশি,O
,লম্বা,O
,নো,O
Sentence: 2894,লম্বা,O
,নো,O
Sentence: 2895,আই,O
,লম্বা,O
,নো,O
Sentence: 2896,হেতে,O
,বেশি,O
,লম্বা,O
Sentence: 2897,আঁই,O
,আজি,O
,গেছি,O
Sentence: 2898,আজি,O
,গেছি,O
Sentence: 2899,আই,O
,ঠিক,O
,আছি,O
Sentence: 2900,ঠিক,O
,আছি,O
Sentence: 2901,আঁই,O
,হিরি,O
,আইছি,O
Sentence: 2902,হিরি,O
,আইছি,O
